jn_id,134,194,017,029,037,039,042,044,057,059,062,072,074,077,084,087,089,094,099,104,112,117,122,124,137,139,142,144,147,149,152,154,157,159,162,164,167,169,172,174,177,179,184,187,189,192,197,199,207,217,219,222,234,239,242,247,249,252,254,257,259,262,267,269,274,277,279,282,284,287,289,294,304,307,314,319,352,362
2013598,-nan,-nan,-nan,-nan,-nan,0.0652200803160667,-nan,0.0552139393985271,-nan,-nan,0.0990721732378006,-nan,-nan,-nan,0.0142379216849804,0.00177733635064214,-0.226256117224693,-nan,0.0464808493852615,-nan,-nan,-nan,-nan,-0.0455448254942894,-nan,-0.0862788558006287,-nan,0.00432312814518809,-0.0548138990998268,0.037213571369648,0.0246076658368111,0.0337257571518421,0.0177574679255486,-nan,0.0510935299098492,0.0634547546505928,0.0431301668286324,0.0618724673986435,-nan,-nan,-nan,-nan,-nan,-nan,0.00237405835650861,0.010716206394136,-nan,-0.00314992410130799,-nan,-nan,-0.111150570213795,-0.0698527693748474,-0.0395788811147213,-nan,-nan,-0.0292891822755337,0.0887386202812195,0.0927109122276306,0.0906797647476196,0.0716582238674164,0.0712720230221748,-nan,-0.0601731613278389,0.0593711957335472,0.0130263743922114,-nan,-0.0359063632786274,-nan,-0.0550892725586891,-0.215356633067131,-0.0678611323237419,-nan,-nan,-nan,-nan,-nan,-0.0560236983001232,-nan
2020635,-nan,-nan,-nan,-nan,-nan,-0.0473042167723179,-nan,-0.0583169050514698,-nan,-nan,-0.00934620946645737,-nan,-nan,-nan,-0.138239681720734,-0.0580370090901852,-0.169312670826912,-0.0660939142107964,-0.138400495052338,-nan,-nan,-nan,-nan,-0.206028550863266,-0.260301828384399,-0.263117760419846,-nan,-0.29566764831543,-0.292566239833832,-0.273271560668945,-0.260458439588547,-0.271483302116394,-0.275825560092926,-0.29625678062439,-0.206715613603592,-0.206507757306099,-0.0784244760870934,0.00949844811111689,-nan,-nan,-nan,-nan,-nan,-nan,-0.00702990172430873,-0.00102609558962286,-0.142243728041649,-0.0150663014501333,-nan,-nan,-0.145755767822266,-0.107966147363186,-0.180254116654396,-nan,-nan,-0.20198680460453,-0.210389584302902,-0.0242785848677158,-0.00672547891736031,-0.0313149802386761,-0.0206304974853992,-nan,-0.124989792704582,-0.108959503471851,-0.13627290725708,-nan,-0.151393443346024,-nan,-0.162058770656586,-0.175588846206665,-0.186704590916634,-nan,-nan,-nan,-nan,-nan,-0.0628150701522827,-nan
2044452,-nan,-nan,-nan,-nan,-0.153805032372475,-0.0843089818954468,-nan,-0.0832900404930115,-nan,-nan,-0.0352566987276077,-nan,-nan,-nan,-0.144311144948006,-0.115559786558151,-nan,-nan,-0.118370056152344,-nan,-nan,-nan,-nan,-0.207188755273819,-0.336614221334457,-0.266658157110214,-nan,-0.290133118629456,-0.293519079685211,-0.256342262029648,-0.250479817390442,-0.264223963022232,-0.267204999923706,-0.208003595471382,-0.18865305185318,-0.240121230483055,-0.217400789260864,-0.187940865755081,-nan,-0.216938897967339,-nan,-nan,-nan,-nan,-0.0923072099685669,-0.0783220529556274,-nan,-0.0536454766988754,-nan,-nan,-0.102456457912922,-0.0619825683534145,-0.11953317373991,-nan,-nan,-0.154372289776802,-0.157996892929077,-0.153596118092537,-0.149692133069038,-0.181531637907028,-0.155135244131088,-nan,-0.202931433916092,-0.179781973361969,-0.176939263939857,-nan,-0.0574810318648815,-nan,-0.02649368904531,-0.0702954456210136,-0.0195748321712017,-nan,-nan,-nan,-nan,-nan,-0.0517044849693775,-nan
2044536,-nan,-nan,,,-nan,-0.0490544401109219,-nan,-0.0701982751488686,-nan,-nan,-0.0278932861983776,-nan,,-nan,-0.152860999107361,-0.121554918587208,-nan,-0.129487335681915,-nan,-nan,,-nan,-nan,-0.264033377170563,,-0.304649442434311,-nan,-0.246556624770164,-0.0333500988781452,-0.0216735303401947,-0.0505110509693623,-0.0594327747821808,-nan,-0.114422239363194,-0.0792401805520058,-0.0987441688776016,-0.091468870639801,-0.0682015642523766,-nan,-0.100910484790802,-nan,-nan,,-nan,-0.0185665115714073,-nan,-nan,0.0108730345964432,,-nan,-0.142276421189308,-0.0773881077766418,-0.156137600541115,,-nan,-0.175674885511398,-0.0810227394104004,-0.0110239824280143,-0.0142154460772872,-0.0537610985338688,-0.0607701726257801,-nan,-0.161115735769272,-0.132206216454506,-0.157492026686668,-nan,-0.171438425779343,-nan,-0.180303066968918,-0.231438264250755,-0.166833207011223,-nan,-nan,-nan,-0.218962460756302,-nan,-0.0343789048492908,
2044582,-nan,-nan,-nan,-nan,-nan,-0.0488374568521976,-nan,-0.0516728796064854,-nan,-nan,0.0123548600822687,-nan,-nan,-nan,-0.142008677124977,-0.0985975340008736,-0.180898353457451,-0.102710209786892,-0.113496959209442,-nan,-nan,-nan,-nan,-0.189520448446274,-0.231552839279175,-0.249629363417625,-nan,-0.259793519973755,-0.264081090688705,-0.243761196732521,-0.239891663193703,-0.243509531021118,-0.247627928853035,-nan,-0.177941918373108,-0.18784074485302,-0.162616550922394,-0.0965361371636391,-nan,-nan,-nan,-nan,-nan,-nan,0.0169864874333143,0.0364586859941483,-nan,0.0586265958845615,-nan,-nan,-0.000199554298887961,0.0355263277888298,-0.028929129242897,-nan,-nan,-0.051101841032505,-0.0468455776572227,-0.0395601280033588,-0.030724685639143,-0.0523732826113701,-0.0286441389471292,-nan,-0.0822301730513573,-0.0500784888863564,-0.0511275418102741,-nan,0.0161602646112442,-nan,0.022606423124671,-0.0237609185278416,0.00622962554916739,-nan,-nan,-nan,-nan,-nan,-0.0542921237647533,-nan
2044593,-nan,-nan,-nan,-nan,-0.0322462432086468,0.0165137872099876,-nan,-0.00104210793506354,-nan,-nan,0.043834250420332,-nan,-nan,-nan,-0.0590902306139469,-0.0427092052996159,-nan,-0.0545265302062035,-0.0476519428193569,-0.0884595066308975,-nan,-nan,-nan,-0.12263648211956,-nan,-0.171505317091942,-nan,-0.205384865403175,-0.201989397406578,-0.191285505890846,-0.177664116024971,-0.189702183008194,-0.191293776035309,-0.208428263664246,-nan,-0.138894721865654,-0.111782394349575,-0.0762247145175934,-nan,-0.0707982704043388,-nan,-nan,-nan,-nan,0.0515787675976753,0.0683166235685349,-nan,0.133059844374657,-nan,-nan,0.13002248108387,0.134272828698158,0.0271689929068089,-nan,-nan,-0.0587973110377789,-0.0589234866201878,-0.0602167397737503,-0.0615852773189545,-0.0891759619116783,-0.0742446631193161,-nan,-0.115263380110264,-0.0905851647257805,-0.0905511826276779,-nan,-0.0906476825475693,-0.0512810163199902,-0.0882046595215797,-0.102025143802166,-0.0868102833628654,-nan,-nan,-nan,-nan,-nan,-0.0302930288016796,-nan
2044594,-nan,-nan,-nan,-nan,-0.0355701185762882,0.0309906005859375,-nan,0.0246960539370775,-0.0156035302206874,-nan,0.0716812238097191,-nan,-nan,-nan,-0.0373789854347706,-0.014460913836956,-nan,-nan,0.00402444880455732,-0.0976369231939316,-nan,-nan,-nan,-0.0693679451942444,-nan,-0.0933843478560448,-nan,-0.127353966236115,-0.124590612947941,-0.117740772664547,-0.125649720430374,-0.129256889224052,-0.145796671509743,-nan,-nan,-0.100848190486431,-0.0858214646577835,-0.0635591819882393,-nan,-0.0544866174459457,-nan,-nan,-nan,-nan,0.0519119054079056,0.0500576198101044,-nan,0.136236682534218,-nan,-nan,0.109699666500092,0.113520614802837,-0.000385222636396065,-nan,-nan,-0.118003666400909,-0.127858176827431,-0.134043663740158,-0.137362688779831,-0.169889539480209,-0.149064585566521,-nan,-0.184353992342949,-0.175028830766678,-0.118316344916821,-nan,-0.120587654411793,-0.0660775676369667,-0.113995634019375,-0.124628089368343,-0.101838260889053,-nan,-nan,-nan,-nan,-nan,0.0414131991565228,-nan
2044595,-nan,-nan,-nan,-nan,-0.163923785090446,-0.0978387370705605,-nan,-0.100911989808083,-nan,-nan,-0.0246893428266048,-nan,-nan,-nan,-0.1551373898983,-0.121188521385193,-nan,-nan,-0.115812942385674,-nan,-nan,-nan,-nan,-0.178404599428177,-nan,-0.217676877975464,-nan,-0.251374363899231,-0.253253519535065,-0.23482820391655,-0.218074411153793,-0.231033191084862,-0.233986467123032,-nan,-0.0917853713035583,-0.162040635943413,-0.138747423887253,-0.08441261947155,-nan,-0.0854545906186104,-nan,-nan,-nan,-nan,0.019613578915596,0.0310209915041924,-nan,0.0993905663490295,-nan,-nan,0.0754304826259613,0.0942450389266014,0.0267714615911245,-nan,-nan,-0.0497106462717056,-0.0404156856238842,-0.0359768271446228,-0.0289186723530293,-0.0591610968112946,-0.0428239852190018,-nan,-0.118529610335827,-0.0846485644578934,-0.0886902958154678,-nan,-0.084511011838913,-0.0668754875659943,-0.0686604082584381,-0.12847912311554,-0.0792826637625694,-nan,-nan,-nan,-nan,-nan,0.00969057623296976,-0.18765552341938
2009953,-nan,-nan,-nan,-nan,-0.131724372506142,-0.0838586837053299,-nan,-0.0907340943813324,-nan,-nan,-0.0551833808422089,-nan,-nan,-nan,-0.151619240641594,-0.127939000725746,-nan,-nan,-0.139622688293457,-0.15049809217453,-nan,-nan,-nan,-0.196387782692909,-nan,-0.243840888142586,-nan,-0.267488747835159,-0.254318326711655,-0.257386356592178,-0.244469255208969,-0.254268825054169,-0.247946977615356,-nan,-0.156954228878021,-0.170191928744316,-0.11983173340559,-0.0838623866438866,-nan,-0.11072064191103,-nan,-nan,-nan,-nan,0.0755834653973579,-nan,-nan,0.0871676057577133,-nan,-nan,-nan,0.0269825924187899,-0.0552199818193913,-nan,-nan,-0.108916245400906,-0.115351349115372,-0.104758106172085,-0.102143436670303,-0.120187595486641,-0.099874809384346,-nan,-0.133169114589691,-0.124198190867901,-0.11552731692791,-nan,-0.117380857467651,-0.0708453431725502,-0.107513651251793,-0.136341542005539,-0.115180984139442,-nan,-nan,-nan,-nan,-nan,-0.0736005231738091,-nan
2022633,-nan,-nan,,,-0.141285613179207,-0.0551425851881504,-nan,-0.0795551240444183,-nan,-nan,-0.0183625109493732,-nan,,-nan,-0.154755041003227,-0.131583899259567,-0.146157920360565,-0.0990443080663681,-0.0989876762032509,-nan,,-nan,-nan,-0.157909363508224,,-0.189544573426247,-nan,-0.224884137511253,-0.196586742997169,-0.202100232243538,-0.172476440668106,-0.193975731730461,-nan,-0.107650585472584,0.0364804305136204,0.01790402084589,0.0129870437085629,0.0355638228356838,-nan,0.048388134688139,-nan,-nan,,0.0737123712897301,0.0946172624826431,0.0984107330441475,-nan,0.093097984790802,,-nan,-0.00102646404411644,0.0231217667460442,-0.0603169463574886,,-0.129627898335457,-0.0940104871988297,-0.0960382297635078,-0.0841226652264595,-0.0810449942946434,-0.105740174651146,-0.114160552620888,-nan,-0.120866730809212,-0.104755558073521,-0.0895316749811172,-nan,-0.0951967239379883,-nan,-0.0798961296677589,-0.103769429028034,-0.0887520164251328,-nan,-nan,-nan,-0.108778446912766,-nan,-0.0455147251486778,
