jn_id,134,194,017,029,037,039,042,044,057,059,062,072,074,077,084,087,089,094,099,104,112,117,122,124,137,139,142,144,147,149,152,154,157,159,162,164,167,169,172,174,177,179,184,187,189,192,197,199,207,217,219,222,234,239,242,247,249,252,254,257,259,262,267,269,274,277,279,282,284,287,289,294,304,307,314,319,352,362
2013598,-nan,-nan,-nan,-nan,-nan,0.251587986946106,-nan,0.244901016354561,-nan,-nan,0.211640700697899,-nan,-nan,-nan,0.268581598997116,0.259349852800369,-0.012206818908453,-nan,0.272225916385651,-nan,-nan,-nan,-nan,0.381929904222488,-nan,0.437227159738541,-nan,0.259892195463181,0.372045308351517,0.227713972330093,0.233900561928749,0.22853396832943,0.221778690814972,-nan,0.208427906036377,0.202027603983879,0.271066188812256,0.215802684426308,-nan,-nan,-nan,-nan,-nan,-nan,0.333705276250839,0.315541744232178,-nan,0.335336625576019,-nan,-nan,0.467466354370117,0.416820853948593,0.390539020299911,-nan,-nan,0.361110776662827,0.25014466047287,0.219047635793686,0.227981582283974,0.249473467469215,0.261780500411987,-nan,0.440757811069489,0.294400751590729,0.346551805734634,-nan,0.382074892520905,-nan,0.422145992517471,0.59724372625351,0.437804073095322,-nan,-nan,-nan,-nan,-nan,0.180546417832375,-nan
2020635,-nan,-nan,-nan,-nan,-nan,0.435555577278137,-nan,0.418380409479141,-nan,-nan,0.384913593530655,-nan,-nan,-nan,0.485377848148346,0.31209072470665,-0.0890488848090172,0.38848277926445,0.531140983104706,-nan,-nan,-nan,-nan,0.5635746717453,0.421123415231705,0.615942239761353,-nan,0.638856530189514,0.648542702198029,0.621124029159546,0.596721947193146,0.606088817119598,0.57997328042984,0.607665777206421,0.518947064876556,0.551437854766846,0.462069123983383,0.385501712560654,-nan,-nan,-nan,-nan,-nan,-nan,0.397782832384109,0.394123941659927,0.299365371465683,0.421770989894867,-nan,-nan,0.547467470169067,0.521085500717163,0.593337416648865,-nan,-nan,0.591706216335297,0.620956540107727,0.454079449176788,0.419609397649765,0.427508860826492,0.42607244849205,-nan,0.529310941696167,0.531298875808716,0.550593256950378,-nan,0.558791220188141,-nan,0.561121702194214,0.535614371299744,0.593268990516663,-nan,-nan,-nan,-nan,-nan,0.208177328109741,-nan
2044452,-nan,-nan,-nan,-nan,0.477414011955261,0.462940186262131,-nan,0.440061062574387,-nan,-nan,0.408996939659119,-nan,-nan,-nan,0.484200865030289,0.465248942375183,-nan,-nan,0.516633212566376,-nan,-nan,-nan,-nan,0.57976108789444,0.64270430803299,0.629499614238739,-nan,0.645195543766022,0.663979411125183,0.629266798496246,0.610873818397522,0.629182875156403,0.605919480323792,0.555125296115875,0.521910727024078,0.61331433057785,0.590689480304718,0.576444327831268,-nan,0.594567477703094,-nan,-nan,-nan,-nan,0.474496960639954,0.466926723718643,-nan,0.436586290597916,-nan,-nan,0.461255192756653,0.427759438753128,0.506704270839691,-nan,-nan,0.538085579872131,0.556374192237854,0.544341325759888,0.54258519411087,0.571896493434906,0.541320025920868,-nan,0.583799302577972,0.573553025722504,0.565031588077545,-nan,0.438967287540436,-nan,0.37747049331665,0.280368775129318,0.379323810338974,-nan,-nan,-nan,-nan,-nan,0.134466037154198,-nan
2044536,-nan,-nan,,,-nan,0.369332402944565,-nan,0.37291207909584,-nan,-nan,0.370101302862167,-nan,,-nan,0.490421175956726,0.44742289185524,-nan,0.453513622283936,-nan,-nan,,-nan,-nan,0.610779404640198,,0.637946546077728,-nan,0.613708078861237,0.387089759111404,0.363284409046173,0.386436313390732,0.40408393740654,-nan,0.456243306398392,0.454130470752716,0.47191396355629,0.469339996576309,0.455508768558502,-nan,0.492053896188736,-nan,-nan,,-nan,0.395024925470352,-nan,-nan,0.371173471212387,,-nan,0.505303144454956,0.467821806669235,0.546804368495941,,-nan,0.550292491912842,0.484388172626495,0.370804250240326,0.368684768676758,0.412645369768143,0.397183924913406,-nan,0.552415907382965,0.51108980178833,0.526202261447906,-nan,0.534699559211731,-nan,0.521675705909729,0.588864624500275,0.517764270305634,-nan,-nan,-nan,0.508281588554382,-nan,0.160147160291672,
2044582,-nan,-nan,-nan,-nan,-nan,0.445504307746887,-nan,0.423332124948502,-nan,-nan,0.37345477938652,-nan,-nan,-nan,0.47797504067421,0.413117319345474,-0.0702564716339111,0.47501814365387,0.522015571594238,-nan,-nan,-nan,-nan,0.567327082157135,0.399394392967224,0.610789239406586,-nan,0.614969432353973,0.628034055233002,0.601407527923584,0.588701665401459,0.590721726417542,0.572564542293549,-nan,0.524553656578064,0.544592320919037,0.533946990966797,0.477195888757706,-nan,-nan,-nan,-nan,-nan,-nan,0.356187641620636,0.328646123409271,-nan,0.313215047121048,-nan,-nan,0.346757054328918,0.333273142576218,0.419584065675735,-nan,-nan,0.433725625276566,0.451365888118744,0.439341157674789,0.432340323925018,0.451451182365417,0.437178581953049,-nan,0.482602566480637,0.465159207582474,0.461063981056213,-nan,0.389672368764877,-nan,0.361046642065048,0.381896495819092,0.389503926038742,-nan,-nan,-nan,-nan,-nan,0.187033444643021,-nan
2044593,-nan,-nan,-nan,-nan,0.333041459321976,0.366522073745728,-nan,0.354477316141129,-nan,-nan,0.33089017868042,-nan,-nan,-nan,0.398021101951599,0.369270861148834,-nan,0.405961483716965,0.442696779966354,0.385781854391098,-nan,-nan,-nan,0.492723196744919,-nan,0.530406177043915,-nan,0.554227769374847,0.568029165267944,0.546206772327423,0.525911033153534,0.536844193935394,0.512301325798035,0.517758727073669,-nan,0.491916120052338,0.470573991537094,0.437019675970078,-nan,0.411253154277802,-nan,-nan,-nan,-nan,0.286797940731049,0.268553972244263,-nan,0.190740525722504,-nan,-nan,0.176473513245583,0.210107132792473,0.364795655012131,-nan,-nan,0.448689848184586,0.46903395652771,0.463366895914078,0.463877648115158,0.489973932504654,0.476862251758575,-nan,0.516970694065094,0.497801512479782,0.490398526191711,-nan,0.485382825136185,0.225276246666908,0.47248113155365,0.402403146028519,0.481476753950119,-nan,-nan,-nan,-nan,-nan,0.155474871397018,-nan
2044594,-nan,-nan,-nan,-nan,0.346174687147141,0.324142187833786,-nan,0.308159291744232,0.156104058027267,-nan,0.276517510414124,-nan,-nan,-nan,0.327696561813354,0.313422739505768,-nan,-nan,0.364695250988007,0.344034135341644,-nan,-nan,-nan,0.431923896074295,-nan,0.456259042024612,-nan,0.487064629793167,0.495797038078308,0.481532424688339,0.47457280755043,0.482841819524765,0.468791753053665,-nan,-nan,0.444679826498032,0.424862772226334,0.399699360132217,-nan,0.385306268930435,-nan,-nan,-nan,-nan,0.279471784830093,0.259899079799652,-nan,0.20128621160984,-nan,-nan,0.22591894865036,0.245139718055725,0.398051708936691,-nan,-nan,0.5068519115448,0.533571004867554,0.533346652984619,0.535063326358795,0.560418546199799,0.536160409450531,-nan,0.566654562950134,0.565227031707764,0.502367794513702,-nan,0.49415123462677,0.244681000709534,0.484371155500412,0.465842485427856,0.470821440219879,-nan,-nan,-nan,-nan,-nan,0.0841960459947586,-nan
2044595,-nan,-nan,-nan,-nan,0.483374387025833,0.476486921310425,-nan,0.452941745519638,-nan,-nan,0.402201801538467,-nan,-nan,-nan,0.485521256923676,0.427109390497208,-nan,-nan,0.494031816720963,-nan,-nan,-nan,-nan,0.541659712791443,-nan,0.564034342765808,-nan,0.579678535461426,0.599411368370056,0.567938923835754,0.542696535587311,0.553991675376892,0.527892887592316,-nan,0.373061239719391,0.487147778272629,0.475985705852509,0.424335390329361,-nan,0.422652631998062,-nan,-nan,-nan,-nan,0.324349015951157,0.297588258981705,-nan,0.2100700289011,-nan,-nan,0.240913480520248,0.261334538459778,0.371273636817932,-nan,-nan,0.452275723218918,0.460919499397278,0.451274514198303,0.444429725408554,0.475146859884262,0.461490213871002,-nan,0.533725082874298,0.509650707244873,0.499956339597702,-nan,0.494546979665756,0.26165109872818,0.469077199697495,0.495761096477509,0.485162645578384,-nan,-nan,-nan,-nan,-nan,0.123705498874187,-0.038843896239996
2009953,-nan,-nan,-nan,-nan,0.482484340667725,0.479034602642059,-nan,0.466911673545837,-nan,-nan,0.445108622312546,-nan,-nan,-nan,0.516311883926392,0.43227955698967,-nan,-nan,0.536434829235077,0.496413022279739,-nan,-nan,-nan,0.549920737743378,-nan,0.597910284996033,-nan,0.603178560733795,0.600334227085114,0.599574267864227,0.583868980407715,0.592732071876526,0.563310205936432,-nan,0.427612215280533,0.514399230480194,0.468972742557526,0.425460785627365,-nan,0.467983186244965,-nan,-nan,-nan,-nan,0.26514607667923,-nan,-nan,0.271243214607239,-nan,-nan,-nan,0.366926074028015,0.467619270086288,-nan,-nan,0.510570228099823,0.534225940704346,0.51414030790329,0.516096293926239,0.529699862003326,0.522797822952271,-nan,0.539359450340271,0.541587293148041,0.528233468532562,-nan,0.526727735996246,0.251353830099106,0.505707085132599,0.520989716053009,0.525437414646149,-nan,-nan,-nan,-nan,-nan,0.240609481930733,-nan
2022633,-nan,-nan,,,0.451847851276398,0.445994198322296,-nan,0.429556012153625,-nan,-nan,0.401004910469055,-nan,,-nan,0.467230528593063,0.350403428077698,0.488373190164566,0.448086857795715,0.337173312902451,-nan,,-nan,-nan,0.524527311325073,,0.549136579036713,-nan,0.566983699798584,0.560549736022949,0.556313276290894,0.521725475788116,0.536859333515167,-nan,0.240393027663231,0.298604041337967,0.303099721670151,0.319843739271164,0.263180285692215,-nan,0.260526329278946,-nan,-nan,,0.267936199903488,0.257286757230759,0.262172132730484,-nan,0.278954386711121,,-nan,0.390678614377975,0.382775008678436,0.478550434112549,,0.370978534221649,0.503110587596893,0.515836238861084,0.497034996747971,0.497469872236252,0.515814661979675,0.385237634181976,-nan,0.533426582813263,0.523633658885956,0.503362238407135,-nan,0.496965765953064,-nan,0.470070630311966,0.330191224813461,0.502241790294647,-nan,-nan,-nan,0.418553411960602,-nan,0.148041665554047,
2022663,-nan,-nan,,,-nan,0.475613355636597,-nan,0.458683580160141,-nan,-nan,0.425063878297806,-nan,,-nan,0.464889258146286,0.368603140115738,0.494632482528687,0.472649306058884,-nan,-nan,,-nan,-nan,0.559075772762299,,0.575725972652435,-nan,0.585712254047394,0.592331051826477,0.563198804855347,0.528985142707825,0.540758192539215,-nan,-nan,0.296317607164383,0.300694227218628,0.31764030456543,0.275341421365738,-nan,0.271797388792038,-nan,-nan,,0.316996365785599,0.290046989917755,0.287887632846832,0.148732781410217,0.302924811840057,,-nan,-nan,0.418606728315353,0.514768421649933,,-nan,0.544339299201965,0.558942258358002,0.535413086414337,0.538749277591705,0.548948585987091,0.382539659738541,-nan,0.563083231449127,0.555536091327667,0.539992213249207,-nan,0.531155645847321,-nan,0.503864645957947,0.336346924304962,0.53062915802002,-nan,-nan,-nan,0.386771619319916,-nan,0.179349675774574,
2028048,-nan,-nan,,,-nan,0.464884161949158,-nan,0.444760978221893,-nan,-nan,0.412261188030243,-nan,,-nan,0.475044310092926,0.366757750511169,0.41739359498024,0.458470463752747,-nan,-nan,,-nan,-nan,0.543735861778259,,0.566623389720917,-nan,0.573798179626465,0.588251888751984,0.552276134490967,0.513026654720306,0.526783764362335,-nan,-nan,0.385269701480865,0.384816557168961,0.313715368509293,0.294297754764557,-nan,0.243945315480232,-nan,-nan,,0.27874344587326,0.254286885261536,0.261955618858337,-nan,0.26815140247345,,-nan,-nan,0.399547010660172,0.505535662174225,,-nan,0.545290648937225,0.558554947376251,0.540028214454651,0.537274062633514,0.551856458187103,0.395627498626709,-nan,0.571409344673157,0.557738661766052,0.537520110607147,-nan,0.528454840183258,-nan,0.500919759273529,0.387690186500549,0.528280138969421,-nan,-nan,-nan,0.33555406332016,-nan,0.17528210580349,
2042352,-nan,-nan,-nan,-nan,-nan,0.373947829008102,-nan,0.360312044620514,-nan,-nan,0.343457579612732,-nan,0.335847109556198,-nan,0.412462621927261,0.327350795269012,-nan,0.399475365877151,0.347944051027298,0.447031229734421,-nan,-nan,-nan,0.542029738426208,-nan,0.582679748535156,-nan,0.598811089992523,0.579710304737091,0.581124722957611,0.504419028759003,0.491057962179184,0.382795393466949,-nan,0.425114095211029,0.4431172311306,0.400357663631439,0.391007572412491,-nan,0.331845998764038,-nan,-nan,-nan,-nan,0.342546254396439,0.319526433944702,-nan,0.348085701465607,-nan,-nan,0.395871877670288,0.385932207107544,0.439298450946808,-nan,-nan,0.484921932220459,0.498305320739746,0.487904459238052,0.485645592212677,0.510751962661743,0.366172283887863,-nan,0.498156398534775,0.516499638557434,0.498505920171738,-nan,0.500511050224304,-nan,0.469663500785828,0.435819506645203,0.50532591342926,-nan,-nan,-nan,-nan,-nan,0.102662838995457,-nan
